H	Summary
H	SCFiller:false
H	path	/data/2/rpark/ip2_data//ehall/Kiskinis_Lab_NU/EXP19_CYT_050316_2016_05_03_09_33950/search/projects2016_05_09_15_84074/
H	path	/data/2/rpark/ip2_data//ehall/Kiskinis_Lab_NU/EXP19_NUC_050316_2016_05_03_09_33951/search/projects2016_05_09_16_84075/
SLine	dataset	intersection	intersection	unique	all_union
S	dataset	EXP19_CYT_050316(searched:2016-05-09)	EXP19_NUC_050316(searched:2016-05-09)
S	EXP19_CYT_050316(searched:2016-05-09)	6984	3077	3907	9068	
S	EXP19_NUC_050316(searched:2016-05-09)	3077	5161	2084	9068	


S	CumulativeProteinCounts	6984	9068	

PLine	Accession	peptide_count_EXP19_CYT_050316(searched:2016-05-09)	peptide_count_EXP19_NUC_050316(searched:2016-05-09)	NSAF_EXP19_CYT_050316(searched:2016-05-09)	NSAF_EXP19_NUC_050316(searched:2016-05-09)	EMPAI_EXP19_CYT_050316(searched:2016-05-09)	EMPAI_EXP19_NUC_050316(searched:2016-05-09)	spectral_count_EXP19_CYT_050316(searched:2016-05-09)	spectral_count_EXP19_NUC_050316(searched:2016-05-09)	seqcov_EXP19_CYT_050316(searched:2016-05-09)	seqcov_EXP19_NUC_050316(searched:2016-05-09)	description	occurrence	status
P	tr|D6RBT3|D6RBT3_HUMAN	2	0	1.4719319E-4	0	0.38038433	0	3	0	14.0%	0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Homo sapiens GN=NDUFS6 PE=2 SV=1 	1	1_0_	1_0_
P	tr|B9A041|B9A041_HUMAN	0	11	0	8.785947E-4	0	1.4547088	0	14	0	39.0%	Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=2 SV=1 	1	0_1_	0_1_
P	O14936-5	0	2	0	7.632579E-5	0	0.07894671	0	3	0	3.3%	Isoform 5 of Peripheral plasma membrane protein CASK OS=Homo sapiens GN=CASK 	1	0_1_	0_1_
P	Q8TEA8	0	1	0	6.305703E-5	0	0.18032062	0	1	0	7.2%	D-tyrosyl-tRNA(Tyr) deacylase 1 OS=Homo sapiens GN=DTD1 PE=1 SV=2 	1	0_1_	0_1_
P	O14936-6	12	2	1.3925869E-4	4.3494787E-5	0.36772883	0.044720173	15	3	13.6%	1.9%	Isoform 6 of Peripheral plasma membrane protein CASK OS=Homo sapiens GN=CASK 	2	1_1_	1_1_
P	Q9NRA8-3	0	1	0	1.3366044E-5	0	0.09144032	0	1	0	3.8%	Isoform 3 of Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens GN=EIF4ENIF1 	1	0_1_	0_1_
P	O14936-3	0	2	0	4.4076653E-5	0	0.044720173	0	3	0	1.9%	Isoform 3 of Peripheral plasma membrane protein CASK OS=Homo sapiens GN=CASK 	1	0_1_	0_1_
P	Q9NRA8-2	0	1	0	1.625021E-5	0	0.11173177	0	1	0	4.6%	Isoform 2 of Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens GN=EIF4ENIF1 	1	0_1_	0_1_
P	O14936-4	12	2	1.4096452E-4	4.4027573E-5	0.37404191	0.044720173	15	3	13.8%	1.9%	Isoform 4 of Peripheral plasma membrane protein CASK OS=Homo sapiens GN=CASK 	2	1_1_	1_1_
P	O14936-2	12	2	1.3744424E-4	4.2928077E-5	0.36458313	0.04231739	15	3	13.5%	1.8%	Isoform 2 of Peripheral plasma membrane protein CASK OS=Homo sapiens GN=CASK 	2	1_1_	1_1_
P	tr|C9JZR4|C9JZR4_HUMAN	2	0	3.801386E-5	0	0.09144032	0	2	0	3.8%	0	ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens GN=ARFGAP3 PE=2 SV=2 	1	1_0_	1_0_
P	Q8TDZ2	3	0	2.3727487E-5	0	0.028016329	0	3	0	1.2%	0	Protein-methionine sulfoxide oxidase MICAL1 OS=Homo sapiens GN=MICAL1 PE=1 SV=2 	1	1_0_	1_0_
P	tr|Q2HXV3|Q2HXV3_HUMAN	0	11	0	1.7401742E-4	0	0.09144032	0	15	0	3.8%	Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8 PE=2 SV=1 	1	0_1_	0_1_
P	tr|E9PK25|E9PK25_HUMAN	56	34	0.0035576497	0.0033593327	2.311311	1.3604782	86	52	52.0%	37.3%	Cofilin-1 OS=Homo sapiens GN=CFL1 PE=2 SV=1 	2	1_1_	1_1_
P	P59998-3	9	4	4.0615874E-4	2.8190203E-4	0.8071741	0.29419577	9	4	25.7%	11.2%	Isoform 3 of Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens GN=ARPC4 	2	1_1_	1_1_
P	tr|C9JX21|C9JX21_HUMAN	0	3	0	2.8190203E-4	0	0.23310483	0	4	0	9.1%	Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=2 SV=1 	1	0_1_	0_1_
P	Q9Y2T4-3	0	2	0	9.194595E-5	0	0.07894671	0	3	0	3.3%	Isoform 3 of Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform OS=Homo sapiens GN=PPP2R2C 	1	0_1_	0_1_
P	Q9Y2T4-2	0	2	0	8.8449124E-5	0	0.07398939	0	3	0	3.1%	Isoform 2 of Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform OS=Homo sapiens GN=PPP2R2C 	1	0_1_	0_1_
P	tr|D6RAA6|D6RAA6_HUMAN	3	0	1.1404157E-4	0	0.1324004	0	3	0	5.4%	0	Transmembrane protein 33 (Fragment) OS=Homo sapiens GN=TMEM33 PE=2 SV=1 	1	1_0_	1_0_
P	Q9Y2T4-4	0	2	0	8.985627E-5	0	0.07646525	0	3	0	3.2%	Isoform 4 of Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform OS=Homo sapiens GN=PPP2R2C 	1	0_1_	0_1_
P	tr|C9J7E5|C9J7E5_HUMAN	1	0	8.818261E-6	0	0.023293018	0	1	0	1.0%	0	Transportin-3 OS=Homo sapiens GN=TNPO3 PE=2 SV=1 	1	1_0_	1_0_
P	Q9GZT8-3	8	1	2.3688635E-4	4.6241825E-5	0.53461695	0.09395635	8	1	18.6%	3.9%	Isoform 3 of Putative GTP cyclohydrolase 1 type 2 NIF3L1 OS=Homo sapiens GN=NIF3L1 	2	1_1_	1_1_
P	Q9GZT8-2	8	1	1.9289316E-4	3.7654056E-5	0.41579378	0.07398939	8	1	15.1%	3.1%	Isoform 2 of Putative GTP cyclohydrolase 1 type 2 NIF3L1 OS=Homo sapiens GN=NIF3L1 	2	1_1_	1_1_
P	tr|Q5URX0|Q5URX0_HUMAN	0	2	0	7.963093E-5	0	0.12460494	0	2	0	5.1%	Beta-hexosaminidase subunit beta OS=Homo sapiens GN=HEXB PE=1 SV=1 	1	0_1_	0_1_
P	P31323	34	18	0.0012719182	6.3057034E-4	1.4660394	0.7538805	63	20	39.2%	24.4%	cAMP-dependent protein kinase type II-beta regulatory subunit OS=Homo sapiens GN=PRKAR2B PE=1 SV=3 	2	1_1_	1_1_
P	tr|J3KN38|J3KN38_HUMAN	7	2	4.15718E-4	1.2984157E-4	1.041738	0.64816236	10	2	31.0%	21.7%	Methylosome subunit pICln OS=Homo sapiens GN=CLNS1A PE=2 SV=1 	2	1_1_	1_1_
P	tr|B4DUT8|B4DUT8_HUMAN	13	11	5.626051E-4	5.990418E-4	0.57398295	1.0370419	22	15	19.7%	30.9%	Calponin-2 OS=Homo sapiens GN=CNN2 PE=2 SV=1 	2	1_1_	1_1_
P	P49589-3	24	2	2.9450448E-4	3.171822E-5	0.5170504	0.05681753	29	2	18.1%	2.4%	Isoform 3 of Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=CARS 	2	1_1_	1_1_
P	P49589-2	0	2	0	3.6305566E-5	0	0.06659615	0	2	0	2.8%	Isoform 2 of Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=CARS 	1	0_1_	0_1_
P	Q5UCC4-2	4	2	1.9934826E-4	1.0377102E-4	0.16680968	0.16680968	6	2	6.7%	6.7%	Isoform 2 of ER membrane protein complex subunit 10 OS=Homo sapiens GN=EMC10 	2	1_1_	1_1_
P	Q9BT78	25	11	6.859348E-4	3.8952474E-4	0.91866875	0.91866875	33	12	28.3%	28.3%	COP9 signalosome complex subunit 4 OS=Homo sapiens GN=COPS4 PE=1 SV=1 	2	1_1_	1_1_
P	tr|F5H1R7|F5H1R7_HUMAN	1	0	6.2697445E-6	0	0.054386854	0	1	0	2.3%	0	Protein FLJ22184 OS=Homo sapiens GN=FLJ22184 PE=4 SV=1 	1	1_0_	1_0_
P	tr|H0Y698|H0Y698_HUMAN	0	1	0	1.7809351E-4	0	0.64437175	0	1	0	21.6%	Acyl-coenzyme A thioesterase 8 (Fragment) OS=Homo sapiens GN=ACOT8 PE=4 SV=1 	1	0_1_	0_1_
P	tr|H3BV85|H3BV85_HUMAN	1	0	9.58986E-5	0	0.5205476	0	1	0	18.2%	0	BolA-like protein 2 (Fragment) OS=Homo sapiens GN=BOLA2B PE=2 SV=1 	1	1_0_	1_0_
P	tr|H3BSP0|H3BSP0_HUMAN	1	0	1.06823754E-4	0	0.7906058	0	1	0	25.3%	0	Synaptotagmin-17 (Fragment) OS=Homo sapiens GN=SYT17 PE=2 SV=1 	1	1_0_	1_0_
P	tr|K7EQ63|K7EQ63_HUMAN	2	1	8.836729E-5	6.899958E-5	0.11429453	0.11429453	2	1	4.7%	4.7%	Transmembrane emp24 domain-containing protein 1 (Fragment) OS=Homo sapiens GN=TMED1 PE=2 SV=1 	2	1_1_	1_1_
P	Q2Y0W8-5	1	0	8.114496E-6	0	0.06659615	0	1	0	2.8%	0	Isoform 5 of Electroneutral sodium bicarbonate exchanger 1 OS=Homo sapiens GN=SLC4A8 	1	1_0_	1_0_
P	Q2Y0W8-4	1	0	8.515717E-6	0	0.06905484	0	1	0	2.9%	0	Isoform 4 of Electroneutral sodium bicarbonate exchanger 1 OS=Homo sapiens GN=SLC4A8 	1	1_0_	1_0_
P	Q2Y0W8-7	1	0	1.129729E-5	0	0.09395635	0	1	0	3.9%	0	Isoform 7 of Electroneutral sodium bicarbonate exchanger 1 OS=Homo sapiens GN=SLC4A8 	1	1_0_	1_0_
P	Q2Y0W8-6	1	0	1.2212845E-5	0	0.101539254	0	1	0	4.2%	0	Isoform 6 of Electroneutral sodium bicarbonate exchanger 1 OS=Homo sapiens GN=SLC4A8 	1	1_0_	1_0_
P	tr|G5E9B4|G5E9B4_HUMAN	0	1	0	1.8078079E-5	0	0.0519619	0	1	0	2.2%	Adenosine deaminase, RNA-specific, B1 (RED1 homolog rat), isoform CRA_a OS=Homo sapiens GN=ADARB1 PE=2 SV=1 	1	0_1_	0_1_
P	Q2Y0W8-2	1	0	7.879623E-6	0	0.06414306	0	1	0	2.7%	0	Isoform 2 of Electroneutral sodium bicarbonate exchanger 1 OS=Homo sapiens GN=SLC4A8 	1	1_0_	1_0_
P	Q9BT88	3	2	5.874067E-5	6.115508E-5	0.07646525	0.07646525	3	2	3.2%	3.2%	Synaptotagmin-11 OS=Homo sapiens GN=SYT11 PE=1 SV=2 	2	1_1_	1_1_
P	Q2Y0W8-3	1	0	8.083406E-6	0	0.06659615	0	1	0	2.8%	0	Isoform 3 of Electroneutral sodium bicarbonate exchanger 1 OS=Homo sapiens GN=SLC4A8 	1	1_0_	1_0_
P	Q9BSW7	1	0	1.7803957E-5	0	0.101539254	0	1	0	4.2%	0	Synaptotagmin-17 OS=Homo sapiens GN=SYT17 PE=1 SV=1 	1	1_0_	1_0_
P	tr|M0QXS5|M0QXS5_HUMAN	7	0	1.7515064E-4	0	0.39636838	0	11	0	14.5%	0	Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Homo sapiens GN=HNRNPL PE=4 SV=1 	1	1_0_	1_0_
P	Q9BSR8	1	0	3.4586377E-5	0	0.18576872	0	1	0	7.4%	0	Protein YIPF4 OS=Homo sapiens GN=YIPF4 PE=1 SV=1 	1	1_0_	1_0_
P	tr|J3KP29|J3KP29_HUMAN	0	1	0	8.0457385E-6	0	0.03038609	0	1	0	1.3%	Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=2 SV=1 	1	0_1_	0_1_
P	P02787	27	11	5.319761E-4	2.832146E-4	1.084491	0.4996848	44	15	31.9%	17.6%	Serotransferrin OS=Homo sapiens GN=TF PE=1 SV=3 	2	1_1_	1_1_
P	tr|K7EJH8|K7EJH8_HUMAN	0	13	0	9.4135146E-4	0	1.6181829	0	13	0	41.8%	Alpha-actinin-4 (Fragment) OS=Homo sapiens GN=ACTN4 PE=2 SV=1 	1	0_1_	0_1_
P	P02786	2	0	3.3312142E-5	0	0.09144032	0	3	0	3.8%	0	Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2 	1	1_0_	1_0_
P	tr|C9JXB8|C9JXB8_HUMAN	10	1	8.3693315E-4	1.0891668E-4	0.94536006	0.18576872	12	1	28.9%	7.4%	60S ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=2 SV=1 	2	1_1_	1_1_
P	tr|H7BZV4|H7BZV4_HUMAN	1	0	3.9069797E-5	0	0.22461617	0	1	0	8.8%	0	ADP-ribosylation factor-like protein 6-interacting protein 4 (Fragment) OS=Homo sapiens GN=ARL6IP4 PE=2 SV=1 	1	1_0_	1_0_
P	tr|H0YBU6|H0YBU6_HUMAN	1	0	8.130131E-6	0	0.049542427	0	1	0	2.1%	0	Regulating synaptic membrane exocytosis protein 1 (Fragment) OS=Homo sapiens GN=RIMS1 PE=4 SV=1 	1	1_0_	1_0_
P	P02792	6	1	3.3756305E-4	7.530811E-5	0.503142	0.23310483	7	1	17.7%	9.1%	Ferritin light chain OS=Homo sapiens GN=FTL PE=1 SV=2 	2	1_1_	1_1_
P	Q6T4P5	3	0	4.701435E-5	0	0.17489755	0	4	0	7.0%	0	Lipid phosphate phosphatase-related protein type 3 OS=Homo sapiens GN=LPPR3 PE=2 SV=1 	1	1_0_	1_0_
P	P02751	0	19	0	1.2151561E-4	0	0.20503592	0	22	0	8.1%	Fibronectin OS=Homo sapiens GN=FN1 PE=1 SV=4 	1	0_1_	0_1_
P	Q0VDG4	1	0	1.9903482E-5	0	0.17760599	0	1	0	7.1%	0	Secernin-3 OS=Homo sapiens GN=SCRN3 PE=1 SV=1 	1	1_0_	1_0_
P	tr|E9PC62|E9PC62_HUMAN	0	3	0	1.0118172E-4	0	0.07398939	0	4	0	3.1%	CUGBP Elav-like family member 2 OS=Homo sapiens GN=CELF2 PE=2 SV=1 	1	0_1_	0_1_
P	tr|C9JRU6|C9JRU6_HUMAN	1	0	1.1252102E-4	0	0.6865531	0	1	0	22.7%	0	DCN1-like protein (Fragment) OS=Homo sapiens GN=DCUN1D1 PE=2 SV=1 	1	1_0_	1_0_
P	Q0VDF9	2	0	3.3159435E-5	0	0.14024973	0	2	0	5.7%	0	Heat shock 70 kDa protein 14 OS=Homo sapiens GN=HSPA14 PE=1 SV=1 	1	1_0_	1_0_
P	Reverse_tr|E7EWU3|E7EWU3_HUMAN	0	1	0	2.0244117E-5	0	0.08893013	0	1	0	3.7%	Acetyl-coenzyme A synthetase, cytoplasmic OS=Homo sapiens GN=ACSS2 PE=2 SV=1 	1	0_1_	0_1_
P	tr|J3KNR7|J3KNR7_HUMAN	1	0	4.4183646E-5	0	0.17760599	0	2	0	7.1%	0	DnaJ homolog subfamily B member 5 OS=Homo sapiens GN=DNAJB5 PE=2 SV=1 	1	1_0_	1_0_
P	tr|R4GNH8|R4GNH8_HUMAN	7	0	8.5862695E-5	0	0.29419577	0	7	0	11.2%	0	Cullin-2 OS=Homo sapiens GN=CUL2 PE=3 SV=1 	1	1_0_	1_0_
P	P60033	5	1	3.5758797E-4	5.584288E-5	0.21618605	0.21618605	10	1	8.5%	8.5%	CD81 antigen OS=Homo sapiens GN=CD81 PE=1 SV=1 	2	1_1_	1_1_
P	P02766	18	4	0.0013203996	4.4826258E-4	2.9719157	1.0558906	23	5	59.9%	31.3%	Transthyretin OS=Homo sapiens GN=TTR PE=1 SV=1 	2	1_1_	1_1_
P	tr|D6RBL0|D6RBL0_HUMAN	1	0	1.1104048E-4	0	1.133045	0	1	0	32.9%	0	Transmembrane protein 165 OS=Homo sapiens GN=TMEM165 PE=2 SV=1 	1	1_0_	1_0_
P	P00568	9	3	5.6550506E-4	2.0379772E-4	0.7660378	0.47910845	13	3	24.7%	17.0%	Adenylate kinase isoenzyme 1 OS=Homo sapiens GN=AK1 PE=1 SV=3 	2	1_1_	1_1_
P	tr|E9PF59|E9PF59_HUMAN	2	0	2.1071352E-5	0	0.08642566	0	2	0	3.6%	0	Dipeptidyl aminopeptidase-like protein 6 OS=Homo sapiens GN=DPP6 PE=2 SV=1 	1	1_0_	1_0_
P	Q8TEQ6	1	0	5.596204E-6	0	0.025651932	0	1	0	1.1%	0	Gem-associated protein 5 OS=Homo sapiens GN=GEMIN5 PE=1 SV=3 	1	1_0_	1_0_
P	Q9H9Y6	0	3	0	3.483415E-5	0	0.07398939	0	3	0	3.1%	DNA-directed RNA polymerase I subunit RPA2 OS=Homo sapiens GN=POLR1B PE=1 SV=2 	1	0_1_	0_1_
P	Q9H0R8-2	2	3	1.1560378E-4	2.707997E-4	0.30617094	0.62929606	2	3	11.6%	21.2%	Isoform 2 of Gamma-aminobutyric acid receptor-associated protein-like 1 OS=Homo sapiens GN=GABARAPL1 	2	1_1_	1_1_
P	tr|F8W781|F8W781_HUMAN	0	1	0	2.1120064E-5	0	0.07646525	0	1	0	3.2%	Zinc finger CCCH domain-containing protein 13 OS=Homo sapiens GN=ZC3H13 PE=2 SV=1 	1	0_1_	0_1_
P	P23921	1	0	2.1310798E-5	0	0.05681753	0	2	0	2.4%	0	Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens GN=RRM1 PE=1 SV=1 	1	1_0_	1_0_
P	P00558	87	39	0.0028130254	0.001769831	3.9545016	2.784426	139	56	69.5%	57.8%	Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3 	2	1_1_	1_1_
P	Q9H9Z2	0	2	0	1.2611406E-4	0	0.12979591	0	2	0	5.3%	Protein lin-28 homolog A OS=Homo sapiens GN=LIN28A PE=1 SV=1 	1	0_1_	0_1_
P	Q9UDY4	1	0	5.0083538E-5	0	0.19398808	0	2	0	7.7%	0	DnaJ homolog subfamily B member 4 OS=Homo sapiens GN=DNAJB4 PE=1 SV=1 	1	1_0_	1_0_
P	P35606	18	3	2.42181E-4	4.3638807E-5	0.25314116	0.096478224	26	3	9.8%	4.0%	Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2 	2	1_1_	1_1_
P	tr|E7EMK3|E7EMK3_HUMAN	3	0	6.988883E-5	0	0.06905484	0	4	0	2.9%	0	Flotillin-2 OS=Homo sapiens GN=FLOT2 PE=2 SV=1 	1	1_0_	1_0_
P	tr|J3QSB9|J3QSB9_HUMAN	0	1	0	1.22027035E-4	0	0.633052	0	1	0	21.3%	Transcription elongation factor SPT4 OS=Homo sapiens GN=SUPT4H1 PE=2 SV=1 	1	0_1_	0_1_
P	Q8TF42	1	0	1.30031995E-5	0	0.054386854	0	1	0	2.3%	0	Ubiquitin-associated and SH3 domain-containing protein B OS=Homo sapiens GN=UBASH3B PE=1 SV=2 	1	1_0_	1_0_
P	Q9BU23	2	0	2.3872917E-5	0	0.059253693	0	2	0	2.5%	0	Lipase maturation factor 2 OS=Homo sapiens GN=LMF2 PE=1 SV=2 	1	1_0_	1_0_
P	Q8TF44	2	0	4.0090625E-5	0	0.17760599	0	2	0	7.1%	0	C2 calcium-dependent domain-containing protein 4C OS=Homo sapiens GN=C2CD4C PE=1 SV=2 	1	1_0_	1_0_
P	P35612	22	33	3.4872215E-4	8.894863E-4	0.7538805	1.3120649	30	49	24.4%	36.4%	Beta-adducin OS=Homo sapiens GN=ADD2 PE=1 SV=3 	2	1_1_	1_1_
P	P35611	22	29	3.0916563E-4	7.1527384E-4	0.8281002	1.3227367	27	40	26.2%	36.6%	Alpha-adducin OS=Homo sapiens GN=ADD1 PE=1 SV=2 	2	1_1_	1_1_
P	P35613	6	2	1.5343774E-4	6.846192E-5	0.21059811	0.21059811	7	2	8.3%	8.3%	Basigin OS=Homo sapiens GN=BSG PE=1 SV=2 	2	1_1_	1_1_
P	O76070	27	9	0.0021928307	0.0011414813	3.581419	2.427678	33	11	66.1%	53.5%	Gamma-synuclein OS=Homo sapiens GN=SNCG PE=1 SV=2 	2	1_1_	1_1_
P	O43759-2	1	0	4.4183646E-5	0	0.1561122	0	1	0	6.3%	0	Isoform 1B of Synaptogyrin-1 OS=Homo sapiens GN=SYNGR1 	1	1_0_	1_0_
P	Q7Z434-4	2	0	6.34517E-5	0	0.21618605	0	3	0	8.5%	0	Isoform 4 of Mitochondrial antiviral-signaling protein OS=Homo sapiens GN=MAVS 	1	1_0_	1_0_
P	Q9Y4F1-2	4	3	3.137203E-5	3.67442E-5	0.13762724	0.07398939	4	3	5.6%	3.1%	Isoform 2 of FERM, RhoGEF and pleckstrin domain-containing protein 1 OS=Homo sapiens GN=FARP1 	2	1_1_	1_1_
P	tr|F8VYN5|F8VYN5_HUMAN	0	81	0	0.014461823	0	2.9994476	0	124	0	60.2%	Heterogeneous nuclear ribonucleoprotein A1 (Fragment) OS=Homo sapiens GN=HNRNPA1 PE=2 SV=1 	1	0_1_	0_1_
P	Q9H9T3	1	0	1.5427928E-5	0	0.083926916	0	1	0	3.5%	0	Elongator complex protein 3 OS=Homo sapiens GN=ELP3 PE=1 SV=2 	1	1_0_	1_0_
P	tr|C9JMG9|C9JMG9_HUMAN	1	0	7.2750654E-6	0	0.044720173	0	1	0	1.9%	0	IQ motif and SEC7 domain-containing protein 1 (Fragment) OS=Homo sapiens GN=IQSEC1 PE=2 SV=1 	1	1_0_	1_0_
P	Q9UDT6	5	6	4.8407703E-5	8.819545E-5	0.14024973	0.19124198	6	7	5.7%	7.6%	CAP-Gly domain-containing linker protein 2 OS=Homo sapiens GN=CLIP2 PE=1 SV=1 	2	1_1_	1_1_
P	O76003	15	3	5.54208E-4	1.1802017E-4	1.0558906	0.18850219	22	3	31.3%	7.5%	Glutaredoxin-3 OS=Homo sapiens GN=GLRX3 PE=1 SV=2 	2	1_1_	1_1_
P	tr|A2IDC6|A2IDC6_HUMAN	3	0	1.05488456E-4	0	0.599558	0	3	0	20.4%	0	39S ribosomal protein L28, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL28 PE=2 SV=1 	1	1_0_	1_0_
P	O76041	2	4	1.6645121E-5	5.198785E-5	0.03038609	0.03038609	2	4	1.3%	1.3%	Nebulette OS=Homo sapiens GN=NEBL PE=1 SV=1 	2	1_1_	1_1_
P	Q9BTM1	12	10	9.812879E-4	0.0020432433	2.0760968	0.936422	15	20	48.8%	28.7%	Histone H2A.J OS=Homo sapiens GN=H2AFJ PE=1 SV=1 	2	1_1_	1_1_
P	O76038	2	0	6.115273E-5	0	0.25314116	0	2	0	9.8%	0	Secretagogin OS=Homo sapiens GN=SCGN PE=1 SV=2 	1	1_0_	1_0_
P	Q13243-3	1	3	3.137203E-5	1.469768E-4	0.18576872	0.30316675	1	3	7.4%	11.5%	Isoform SRP40-4 of Serine/arginine-rich splicing factor 5 OS=Homo sapiens GN=SRSF5 	2	1_1_	1_1_
P	tr|F5H755|F5H755_HUMAN	1	0	3.591096E-5	0	0.10407865	0	1	0	4.3%	0	Acyl-CoA synthetase family member 3, mitochondrial (Fragment) OS=Homo sapiens GN=ACSF3 PE=2 SV=1 	1	1_0_	1_0_
P	O76021	0	5	0	1.3447877E-4	0	0.16680968	0	5	0	6.7%	Ribosomal L1 domain-containing protein 1 OS=Homo sapiens GN=RSL1D1 PE=1 SV=3 	1	0_1_	0_1_
P	tr|E9PKD3|E9PKD3_HUMAN	0	1	0	7.530811E-5	0	0.21898961	0	1	0	8.6%	Thioredoxin reductase 1, cytoplasmic (Fragment) OS=Homo sapiens GN=TXNRD1 PE=2 SV=1 	1	0_1_	0_1_
P	P48634-3	1	0	3.9142283E-6	0	0.023293018	0	1	0	1.0%	0	Isoform 3 of Protein PRRC2A OS=Homo sapiens GN=PRRC2A 	1	1_0_	1_0_
P	P48634-2	1	0	3.936136E-6	0	0.023293018	0	1	0	1.0%	0	Isoform 2 of Protein PRRC2A OS=Homo sapiens GN=PRRC2A 	1	1_0_	1_0_
P	P48634-4	1	0	5.5049422E-6	0	0.032761455	0	1	0	1.4%	0	Isoform 4 of Protein PRRC2A OS=Homo sapiens GN=PRRC2A 	1	1_0_	1_0_
P	Q14534	5	0	8.821334E-5	0	0.2618276	0	6	0	10.1%	0	Squalene monooxygenase OS=Homo sapiens GN=SQLE PE=1 SV=3 	1	1_0_	1_0_
P	Q9H9P8	2	0	3.645389E-5	0	0.13762724	0	2	0	5.6%	0	L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=L2HGDH PE=1 SV=3 	1	1_0_	1_0_
P	Q96ST2-3	0	7	0	1.7227346E-4	0	0.21618605	0	8	0	8.5%	Isoform 3 of Protein IWS1 homolog OS=Homo sapiens GN=IWS1 	1	0_1_	0_1_
P	Q8TEX9	5	1	4.6840385E-5	1.2191415E-5	0.1324004	0.023293018	6	1	5.4%	1.0%	Importin-4 OS=Homo sapiens GN=IPO4 PE=1 SV=2 	2	1_1_	1_1_
P	Q96ST2-2	0	7	0	2.134238E-4	0	0.27350307	0	8	0	10.5%	Isoform 2 of Protein IWS1 homolog OS=Homo sapiens GN=IWS1 	1	0_1_	0_1_
P	Q9H9Q2	5	0	1.5983099E-4	0	0.35831344	0	5	0	13.3%	0	COP9 signalosome complex subunit 7b OS=Homo sapiens GN=COPS7B PE=1 SV=1 	1	1_0_	1_0_
P	tr|J3KMZ7|J3KMZ7_HUMAN	0	1	0	1.1019163E-5	0	0.028016329	0	1	0	1.2%	Integrator complex subunit 2 OS=Homo sapiens GN=INTS2 PE=2 SV=1 	1	0_1_	0_1_
P	tr|H7C3A1|H7C3A1_HUMAN	6	0	1.0147185E-4	0	0.11686325	0	6	0	4.8%	0	Serrate RNA effector molecule homolog (Fragment) OS=Homo sapiens GN=SRRT PE=2 SV=1 	1	1_0_	1_0_
P	Q14558	5	1	1.4223161E-4	3.701944E-5	0.48251808	0.17489755	6	1	17.1%	7.0%	Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens GN=PRPSAP1 PE=1 SV=2 	2	1_1_	1_1_
P	Q15036-2	1	0	1.8964216E-5	0	0.08642566	0	1	0	3.6%	0	Isoform 2 of Sorting nexin-17 OS=Homo sapiens GN=SNX17 	1	1_0_	1_0_
P	tr|G8JLQ3|G8JLQ3_HUMAN	1	0	2.2504204E-4	0	1.2908678	0	2	0	36.0%	0	Biogenesis of lysosome-related organelles complex 1 subunit 1 OS=Homo sapiens GN=BLOC1S1 PE=2 SV=1 	1	1_0_	1_0_
P	tr|H0YMW8|H0YMW8_HUMAN	0	1	0	1.4807776E-4	0	1.1727014	0	1	0	33.7%	SAFB-like transcription modulator OS=Homo sapiens GN=SLTM PE=2 SV=1 	1	0_1_	0_1_
P	Q9NQ66-2	3	0	2.1583315E-5	0	0.07398939	0	3	0	3.1%	0	Isoform B of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 OS=Homo sapiens GN=PLCB1 	1	1_0_	1_0_
P	tr|C9JCM7|C9JCM7_HUMAN	1	0	3.0032299E-5	0	0.17760599	0	1	0	7.1%	0	Neuroblastoma-amplified sequence (Fragment) OS=Homo sapiens GN=NBAS PE=2 SV=1 	1	1_0_	1_0_
