PLine	Accession	peptide_count_EXP19_CYT_050316(searched:2016-05-09)	peptide_count_EXP19_NUC_050316(searched:2016-05-09)	NSAF_EXP19_CYT_050316(searched:2016-05-09)	NSAF_EXP19_NUC_050316(searched:2016-05-09)	EMPAI_EXP19_CYT_050316(searched:2016-05-09)	EMPAI_EXP19_NUC_050316(searched:2016-05-09)	spectral_count_EXP19_CYT_050316(searched:2016-05-09)	spectral_count_EXP19_NUC_050316(searched:2016-05-09)	seqcov_EXP19_CYT_050316(searched:2016-05-09)	seqcov_EXP19_NUC_050316(searched:2016-05-09)	description	occurrence	status	
P	tr|B4DWZ5|B4DWZ5_HUMAN	1	0	3.36E-05	0	0.15877736	0	1	0	6.40%	0	Mitochondrial carnitine/acylcarnitine carrier protein OS=Homo sapiens GN=SLC25A20 PE=2 SV=1 	1	1_0_	1_0_
P	tr|C9JAG1|C9JAG1_HUMAN	1	0	4.69E-05	0	0.34276497	0	1	0	12.80%	0	Ethanolaminephosphotransferase 1 (Fragment) OS=Homo sapiens GN=EPT1 PE=2 SV=1 	1	1_0_	1_0_
P	P42224	6	0	6.75E-05	0	0.14024973	0	6	0	5.70%	0	Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens GN=STAT1 PE=1 SV=2 	1	1_0_	1_0_
P	tr|H7C2D6|H7C2D6_HUMAN	1	0	1.19E-04	0	0.62554884	0	1	0	21.10%	0	Mesencephalic astrocyte-derived neurotrophic factor (Fragment) OS=Homo sapiens GN=MANF PE=4 SV=1 	1	1_0_	1_0_
P	Q7Z2K8	1	0	8.37E-06	0	0.032761455	0	1	0	1.40%	0	G protein-regulated inducer of neurite outgrowth 1 OS=Homo sapiens GN=GPRIN1 PE=2 SV=2 	1	1_0_	1_0_
P	P27361-2	7	0	2.02E-04	0	0.30617094	0	8	0	11.60%	0	Isoform 2 of Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3 	1	1_0_	1_0_
P	P27361-3	7	0	1.89E-04	0	0.28528666	0	8	0	10.90%	0	Isoform 3 of Mitogen-activated protein kinase 3 OS=Homo sapiens GN=MAPK3 	1	1_0_	1_0_
P	Q8WVM8	10	0	1.58E-04	0	0.3273945	0	12	0	12.30%	0	Sec1 family domain-containing protein 1 OS=Homo sapiens GN=SCFD1 PE=1 SV=4 	1	1_0_	1_0_
P	Q6L8Q7	2	0	2.77E-05	0	0.071519256	0	2	0	3.00%	0	"2',5'-phosphodiesterase 12 OS=Homo sapiens GN=PDE12 PE=1 SV=2 "	1	1_0_	1_0_
P	tr|E7EUF8|E7EUF8_HUMAN	0	4	0	1.37E-04	0	0.22743917	0	4	0	8.90%	Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 PE=2 SV=2 	1	0_1_	0_1_
P	O00754-2	16	1	1.34E-04	1.30E-05	0.27643883	0.035142183	16	1	10.60%	1.50%	Isoform 2 of Lysosomal alpha-mannosidase OS=Homo sapiens GN=MAN2B1 	2	1_1_	1_1_
P	P13010	47	66	8.19E-04	0.001944431	1.9853826	1.9444218	71	108	47.50%	46.90%	X-ray repair cross-complementing protein 5 OS=Homo sapiens GN=XRCC5 PE=1 SV=3 	2	1_1_	1_1_
P	Q99805	5	0	1.02E-04	0	0.11429453	0	8	0	4.70%	0	Transmembrane 9 superfamily member 2 OS=Homo sapiens GN=TM9SF2 PE=1 SV=1 	1	1_0_	1_0_
P	tr|I3L2N2|I3L2N2_HUMAN	2	0	2.31E-05	0	0.044720173	0	2	0	1.90%	0	Segment polarity protein dishevelled homolog DVL-2 OS=Homo sapiens GN=DVL2 PE=2 SV=1 	1	1_0_	1_0_
P	O15173-2	4	0	1.37E-04	0	0.43879855	0	4	0	15.80%	0	Isoform 2 of Membrane-associated progesterone receptor component 2 OS=Homo sapiens GN=PGRMC2 	1	1_0_	1_0_
P	P43155-3	4	0	7.76E-05	0	0.11686325	0	5	0	4.80%	0	Isoform 3 of Carnitine O-acetyltransferase OS=Homo sapiens GN=CRAT 	1	1_0_	1_0_
P	tr|H7BXJ1|H7BXJ1_HUMAN	1	0	4.99E-05	0	0.071519256	0	2	0	3.00%	0	Neuroplastin OS=Homo sapiens GN=NPTN PE=2 SV=1 	1	1_0_	1_0_
P	P43155-2	4	0	6.97E-05	0	0.10407865	0	5	0	4.30%	0	Isoform 2 of Carnitine O-acetyltransferase OS=Homo sapiens GN=CRAT 	1	1_0_	1_0_
P	tr|H7BZT4|H7BZT4_HUMAN	2	3	3.55E-04	5.55E-04	1.2803419	1.2803419	4	4	35.80%	35.80%	Uncharacterized protein OS=Homo sapiens PE=4 SV=1 	2	1_1_	1_1_
P	Q7Z2W4	1	0	9.36E-06	0	0.04712856	0	1	0	2.00%	0	Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens GN=ZC3HAV1 PE=1 SV=3 	1	1_0_	1_0_
P	tr|E5RIW3|E5RIW3_HUMAN	14	4	0.001808374	7.84E-04	1.9107172	1.831392	18	5	46.40%	45.20%	Tubulin-specific chaperone A OS=Homo sapiens GN=TBCA PE=2 SV=1 	2	1_1_	1_1_
P	tr|A2A3R5|A2A3R5_HUMAN	11	3	5.81E-04	1.81E-04	0.40281367	0.23594749	15	3	14.70%	9.20%	40S ribosomal protein S6 OS=Homo sapiens GN=RPS6 PE=2 SV=1 	2	1_1_	1_1_
P	tr|E9PFW2|E9PFW2_HUMAN	1	0	1.03E-05	0	0.0519619	0	1	0	2.20%	0	Beta-mannosidase OS=Homo sapiens GN=MANBA PE=2 SV=1 	1	1_0_	1_0_
P	P09497	7	4	3.32E-04	2.30E-04	0.57398295	0.52405274	9	4	19.70%	18.30%	Clathrin light chain B OS=Homo sapiens GN=CLTB PE=1 SV=1 	2	1_1_	1_1_
P	P51513-3	4	18	1.22E-04	5.69E-04	0.26765192	0.86208713	7	21	10.30%	27.00%	Isoform 3 of RNA-binding protein Nova-1 OS=Homo sapiens GN=NOVA1 	2	1_1_	1_1_
P	Q7L576-2	0	1	0	1.60E-05	0	0.035142183	0	1	0	1.50%	Isoform 2 of Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens GN=CYFIP1 	1	0_1_	0_1_
P	P51513-5	4	18	1.22E-04	5.73E-04	0.2705741	0.86637974	7	21	10.40%	27.10%	Isoform 5 of RNA-binding protein Nova-1 OS=Homo sapiens GN=NOVA1 	2	1_1_	1_1_
P	P51513-4	4	18	1.17E-04	5.46E-04	0.25602996	0.8113401	7	21	9.90%	25.80%	Isoform 4 of RNA-binding protein Nova-1 OS=Homo sapiens GN=NOVA1 	2	1_1_	1_1_
P	Q7L576-3	0	1	0	2.95E-05	0	0.06414306	0	1	0	2.70%	Isoform 3 of Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens GN=CYFIP1 	1	0_1_	0_1_
P	Q96EK2-3	0	1	0	2.70E-05	0	0.07398939	0	1	0	3.10%	Isoform 2 of PHD finger protein 21B OS=Homo sapiens GN=PHF21B 	1	0_1_	0_1_
P	tr|F5GYR8|F5GYR8_HUMAN	14	1	1.22E-04	1.36E-05	0.3489629	0.037528396	14	1	13.00%	1.60%	General vesicular transport factor p115 OS=Homo sapiens GN=USO1 PE=2 SV=1 	2	1_1_	1_1_
P	Q96EK2-4	0	1	0	2.76E-05	0	0.07398939	0	1	0	3.10%	Isoform 3 of PHD finger protein 21B OS=Homo sapiens GN=PHF21B 	1	0_1_	0_1_
P	P09486	1	1	5.57E-05	4.35E-05	0.21059811	0.21059811	2	1	8.30%	8.30%	SPARC OS=Homo sapiens GN=SPARC PE=1 SV=1 	2	1_1_	1_1_
P	O43148-2	7	13	1.17E-04	4.18E-04	0.3273945	0.3273945	7	16	12.30%	12.30%	Isoform 2 of mRNA cap guanine-N7 methyltransferase OS=Homo sapiens GN=RNMT 	2	1_1_	1_1_
P	Q8WUY3	3	0	8.20E-06	0	0.04712856	0	3	0	2.00%	0	Protein prune homolog 2 OS=Homo sapiens GN=PRUNE2 PE=1 SV=3 	1	1_0_	1_0_
P	tr|A8K8G0|A8K8G0_HUMAN	8	3	3.25E-04	1.90E-04	0.62929606	0.52405274	8	3	21.20%	18.30%	Hepatoma-derived growth factor OS=Homo sapiens GN=HDGF PE=2 SV=1 	2	1_1_	1_1_
P	tr|E9PAZ1|E9PAZ1_HUMAN	0	2	0	1.32E-04	0	0.14024973	0	3	0	5.70%	Homer protein homolog 2 OS=Homo sapiens GN=HOMER2 PE=2 SV=1 	1	0_1_	0_1_
P	P09471	30	20	0.001025086	0.001005172	1.084491	0.73780084	43	27	31.90%	24.00%	Guanine nucleotide-binding protein G(o) subunit alpha OS=Homo sapiens GN=GNAO1 PE=1 SV=4 	2	1_1_	1_1_
P	P23763-2	6	0	5.09E-04	0	1.2130947	0	7	0	34.50%	0	Isoform 3 of Vesicle-associated membrane protein 1 OS=Homo sapiens GN=VAMP1 	1	1_0_	1_0_
P	Q8WUX9	3	0	5.59E-05	0	0.09144032	0	3	0	3.80%	0	Charged multivesicular body protein 7 OS=Homo sapiens GN=CHMP7 PE=1 SV=1 	1	1_0_	1_0_
P	P23763-3	6	0	5.05E-04	0	1.19786	0	7	0	34.20%	0	Isoform 2 of Vesicle-associated membrane protein 1 OS=Homo sapiens GN=VAMP1 	1	1_0_	1_0_
P	tr|Q0PWM2|Q0PWM2_HUMAN	4	2	1.24E-04	6.48E-05	0.11943793	0.11943793	6	2	4.90%	4.90%	Tyrosine 3-monooxygenase OS=Homo sapiens GN=TH PE=2 SV=1 	2	1_1_	1_1_
P	Q99798	52	18	8.01E-04	3.21E-04	0.9498446	0.52405274	74	19	29.00%	18.30%	"Aconitate hydratase, mitochondrial OS=Homo sapiens GN=ACO2 PE=1 SV=2 "	2	1_1_	1_1_
P	Q9GZP4-2	5	0	2.41E-04	0	0.4521116	0	6	0	16.20%	0	Isoform 2 of PITH domain-containing protein 1 OS=Homo sapiens GN=PITHD1 	1	1_0_	1_0_
P	tr|E9PBR5|E9PBR5_HUMAN	1	0	1.28E-05	0	0.06414306	0	1	0	2.70%	0	Tyrosine-protein phosphatase non-receptor type 12 OS=Homo sapiens GN=PTPN12 PE=2 SV=1 	1	1_0_	1_0_
P	Q99747	12	1	5.14E-04	4.22E-05	0.54525447	0.101539254	19	1	18.90%	4.20%	Gamma-soluble NSF attachment protein OS=Homo sapiens GN=NAPG PE=1 SV=1 	2	1_1_	1_1_
P	P05023	47	0	7.26E-04	0	0.7498466	0	88	0	24.30%	0	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1 	1	1_0_	1_0_
P	P05026	23	5	0.001030514	2.17E-04	1.0137241	0.37720942	37	5	30.40%	13.90%	Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens GN=ATP1B1 PE=1 SV=1 	2	1_1_	1_1_
P	tr|J3KSZ5|J3KSZ5_HUMAN	1	0	5.90E-05	0	0.7021586	0	1	0	23.10%	0	L-xylulose reductase (Fragment) OS=Homo sapiens GN=DCXR PE=3 SV=1 	1	1_0_	1_0_
P	P49257	5	0	1.16E-04	0	0.2705741	0	7	0	10.40%	0	Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2 	1	1_0_	1_0_
P	Q99733	19	11	6.53E-04	5.62E-04	0.8578044	0.455459	29	16	26.90%	16.30%	Nucleosome assembly protein 1-like 4 OS=Homo sapiens GN=NAP1L4 PE=1 SV=1 	2	1_1_	1_1_
P	tr|F5H895|F5H895_HUMAN	1	0	1.30E-04	0	0.5310875	0	1	0	18.50%	0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens GN=DAD1 PE=2 SV=1 	1	1_0_	1_0_
P	tr|F5GYU3|F5GYU3_HUMAN	14	8	0.001322542	9.84E-04	1.0558906	0.8578044	21	10	31.30%	26.90%	Polyubiquitin-C (Fragment) OS=Homo sapiens GN=UBC PE=2 SV=1 	2	1_1_	1_1_
P	tr|J3KPX7|J3KPX7_HUMAN	22	7	8.47E-04	3.53E-04	1.6791685	0.45881426	30	8	42.80%	16.40%	Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=2 SV=1 	2	1_1_	1_1_
P	tr|B1AKJ5|B1AKJ5_HUMAN	14	0	1.25E-04	0	0.19124198	0	18	0	7.60%	0	Nardilysin OS=Homo sapiens GN=NRD1 PE=2 SV=1 	1	1_0_	1_0_
P	O43847-2	14	0	1.25E-04	0	0.19124198	0	18	0	7.60%	0	Isoform 2 of Nardilysin OS=Homo sapiens GN=NRD1 	1	1_0_	1_0_
P	tr|C9JNR4|C9JNR4_HUMAN	0	3	0	4.09E-04	0	0.35518944	0	4	0	13.20%	Transforming protein RhoA (Fragment) OS=Homo sapiens GN=RHOA PE=2 SV=1 	1	0_1_	0_1_
P	tr|H3BM67|H3BM67_HUMAN	1	0	6.07E-05	0	0.3708818	0	1	0	13.70%	0	Nucleolar protein 3 (Fragment) OS=Homo sapiens GN=NOL3 PE=2 SV=1 	1	1_0_	1_0_
P	tr|H3BLU7|H3BLU7_HUMAN	4	0	1.08E-04	0	0.21059811	0	4	0	8.30%	0	Aflatoxin B1 aldehyde reductase member 2 (Fragment) OS=Homo sapiens GN=AKR7A2 PE=2 SV=1 	1	1_0_	1_0_
P	Q52LJ0-2	11	0	2.53E-04	0	0.6069412	0	13	0	20.60%	0	Isoform 2 of Protein FAM98B OS=Homo sapiens GN=FAM98B 	1	1_0_	1_0_
P	Q86U42-2	0	14	0	7.12E-04	0	2.0902956	0	16	0	49.00%	Isoform 2 of Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1 	1	0_1_	0_1_
P	tr|H0YNV4|H0YNV4_HUMAN	0	1	0	7.40E-05	0	0.18304157	0	1	0	7.30%	MAP/microtubule affinity-regulating kinase 3 (Fragment) OS=Homo sapiens GN=MARK3 PE=2 SV=1 	1	0_1_	0_1_
P	Q99757	6	0	3.56E-04	0	0.37720942	0	7	0	13.90%	0	"Thioredoxin, mitochondrial OS=Homo sapiens GN=TXN2 PE=1 SV=2 "	1	1_0_	1_0_
P	Q8N7W2	0	1	0	2.54E-05	0	0.049542427	0	1	0	2.10%	BEN domain-containing protein 7 OS=Homo sapiens GN=BEND7 PE=1 SV=2 	1	0_1_	0_1_
P	P09417	10	2	4.50E-04	1.62E-04	1.0090928	0.16412604	13	3	30.30%	6.60%	Dihydropteridine reductase OS=Homo sapiens GN=QDPR PE=1 SV=2 	2	1_1_	1_1_
P	tr|J3KT73|J3KT73_HUMAN	6	10	7.91E-04	0.002059206	1.4603674	1.4603674	6	10	39.10%	39.10%	60S ribosomal protein L38 OS=Homo sapiens GN=RPL38 PE=2 SV=1 	2	1_1_	1_1_
P	tr|B4DGT0|B4DGT0_HUMAN	7	1	4.40E-04	1.37E-04	0.8450154	0.36458313	10	2	26.60%	13.50%	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Homo sapiens GN=DDAH1 PE=2 SV=1 "	2	1_1_	1_1_
P	Q7L3B6	1	0	2.50E-05	0	0.12979591	0	1	0	5.30%	0	Hsp90 co-chaperone Cdc37-like 1 OS=Homo sapiens GN=CDC37L1 PE=1 SV=1 	1	1_0_	1_0_
P	tr|H0YJC4|H0YJC4_HUMAN	0	3	0	9.30E-04	0	0.62929606	0	6	0	21.20%	Proteasome subunit alpha type-6 (Fragment) OS=Homo sapiens GN=PSMA6 PE=4 SV=1 	1	0_1_	0_1_
P	tr|F2Z2F3|F2Z2F3_HUMAN	1	0	5.90E-05	0	0.33659554	0	1	0	12.60%	0	Uncharacterized protein OS=Homo sapiens PE=4 SV=1 	1	1_0_	1_0_
P	tr|F5H7N0|F5H7N0_HUMAN	1	0	1.60E-05	0	0.061695576	0	1	0	2.60%	0	Gamma-aminobutyric acid receptor subunit beta-3 OS=Homo sapiens GN=GABRB3 PE=2 SV=1 	1	1_0_	1_0_
P	tr|D6RDP1|D6RDP1_HUMAN	6	0	4.02E-04	0	0.7619761	0	6	0	24.60%	0	Septin-11 (Fragment) OS=Homo sapiens GN=SEPT11 PE=2 SV=1 	1	1_0_	1_0_
P	P49754-2	1	0	1.05E-05	0	0.035142183	0	1	0	1.50%	0	Isoform Short of Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens GN=VPS41 	1	1_0_	1_0_
P	Q8WVC0	0	2	0	5.94E-05	0	0.101539254	0	3	0	4.20%	RNA polymerase-associated protein LEO1 OS=Homo sapiens GN=LEO1 PE=1 SV=1 	1	0_1_	0_1_
P	tr|H0Y6A7|H0Y6A7_HUMAN	0	6	0	3.68E-04	0	0.8836491	0	7	0	27.50%	Ganglioside-induced differentiation-associated protein 1-like 1 (Fragment) OS=Homo sapiens GN=GDAP1L1 PE=4 SV=1 	1	0_1_	0_1_
P	tr|F8VRV5|F8VRV5_HUMAN	10	0	0.001889346	0	1.5292981	0	15	0	40.30%	0	"Dynein light chain 1, cytoplasmic OS=Homo sapiens GN=DYNLL1 PE=2 SV=1 "	1	1_0_	1_0_
P	tr|H7BY83|H7BY83_HUMAN	2	0	2.09E-05	0	0.08893013	0	2	0	3.70%	0	WD repeat-containing protein 44 (Fragment) OS=Homo sapiens GN=WDR44 PE=4 SV=1 	1	1_0_	1_0_
P	Q9Y5B8-2	1	0	2.48E-05	0	0.09900582	0	1	0	4.10%	0	Isoform 2 of Nucleoside diphosphate kinase 7 OS=Homo sapiens GN=NME7 	1	1_0_	1_0_
P	Q9ULU4-10	0	11	0	1.64E-04	0	0.08642566	0	15	0	3.60%	Isoform 10 of Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8 	1	0_1_	0_1_
P	Q9ULU4-11	0	11	0	1.63E-04	0	0.083926916	0	15	0	3.50%	Isoform 11 of Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8 	1	0_1_	0_1_
P	tr|F2Z3P9|F2Z3P9_HUMAN	3	0	4.89E-04	0	0.8238957	0	4	0	26.10%	0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens GN=NDUFB4 PE=2 SV=1 	1	1_0_	1_0_
P	P21796	59	53	0.002624165	0.003073529	4.7543993	3.5081673	88	66	76.00%	65.40%	Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2 	2	1_1_	1_1_
P	Q9ULU4-16	0	11	0	1.70E-04	0	0.08893013	0	15	0	3.70%	Isoform 16 of Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8 	1	0_1_	0_1_
P	Q9ULU4-15	0	11	0	1.82E-04	0	0.096478224	0	15	0	4.00%	Isoform 15 of Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8 	1	0_1_	0_1_
P	Q9ULU4-14	0	11	0	1.74E-04	0	0.09144032	0	15	0	3.80%	Isoform 14 of Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8 	1	0_1_	0_1_
P	Q9ULU4-13	0	11	0	1.66E-04	0	0.08642566	0	15	0	3.60%	Isoform 13 of Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8 	1	0_1_	0_1_
P	Q9ULU4-12	0	11	0	1.70E-04	0	0.08893013	0	15	0	3.70%	Isoform 12 of Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8 	1	0_1_	0_1_
P	tr|F8VY35|F8VY35_HUMAN	0	7	0	3.49E-04	0	0.42889392	0	7	0	15.50%	Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens GN=NAP1L1 PE=2 SV=1 	1	0_1_	0_1_
P	tr|F8W6L6|F8W6L6_HUMAN	115	0	5.89E-04	0	1.0653801	0	139	0	31.50%	0	Myosin-10 OS=Homo sapiens GN=MYH10 PE=2 SV=1 	1	1_0_	1_0_
P	P09455	34	19	0.002938049	0.002440541	4.7016425	2.4753616	47	25	75.60%	54.10%	Retinol-binding protein 1 OS=Homo sapiens GN=RBP1 PE=1 SV=2 	2	1_1_	1_1_
P	tr|F5H801|F5H801_HUMAN	15	3	1.82E-04	4.06E-05	0.5205476	0.08642566	21	3	18.20%	3.60%	"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=2 SV=1 "	2	1_1_	1_1_
P	Q14315-2	32	10	1.25E-04	5.87E-05	0.24738348	0.061695576	40	12	9.60%	2.60%	Isoform 2 of Filamin-C OS=Homo sapiens GN=FLNC 	2	1_1_	1_1_
P	tr|C9JCN0|C9JCN0_HUMAN	7	0	4.11E-05	0	0.08642566	0	10	0	3.60%	0	Myoferlin OS=Homo sapiens GN=MYOF PE=2 SV=2 	1	1_0_	1_0_
P	Q7Z2Z1	1	0	4.42E-06	0	0.025651932	0	1	0	1.10%	0	Treslin OS=Homo sapiens GN=TICRR PE=1 SV=2 	1	1_0_	1_0_
P	tr|B1ALU1|B1ALU1_HUMAN	1	0	6.10E-06	0	0.023293018	0	1	0	1.00%	0	Latrophilin-2 OS=Homo sapiens GN=LPHN2 PE=2 SV=1 	1	1_0_	1_0_
P	Q86XP3-2	1	0	1.03E-05	0	0.049542427	0	1	0	2.10%	0	Isoform 2 of ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 	1	1_0_	1_0_
P	P09429	17	5	7.46E-04	3.06E-04	2.810658	0.39315677	19	5	58.10%	14.40%	High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3 	2	1_1_	1_1_
P	tr|Q5T321|Q5T321_HUMAN	9	0	3.44E-05	0	0.06905484	0	12	0	2.90%	0	Neurobeachin OS=Homo sapiens GN=NBEA PE=2 SV=1 	1	1_0_	1_0_
P	Q8WUH6	1	0	7.28E-05	0	0.67494285	0	1	0	22.40%	0	UPF0444 transmembrane protein C12orf23 OS=Homo sapiens GN=C12orf23 PE=1 SV=1 	1	1_0_	1_0_
P	tr|G3V162|G3V162_HUMAN	4	0	1.42E-04	0	0.096478224	0	5	0	4.00%	0	"TAR DNA binding protein, isoform CRA_d OS=Homo sapiens GN=TARDBP PE=2 SV=1 "	1	1_0_	1_0_
P	tr|E9PIS4|E9PIS4_HUMAN	0	1	0	9.98E-05	0	0.32129562	0	1	0	12.10%	Acyl-coenzyme A thioesterase 8 OS=Homo sapiens GN=ACOT8 PE=2 SV=1 	1	0_1_	0_1_
P	Q8WUH2	2	0	1.96E-05	0	0.049542427	0	2	0	2.10%	0	Transforming growth factor-beta receptor-associated protein 1 OS=Homo sapiens GN=TGFBRAP1 PE=1 SV=1 	1	1_0_	1_0_
P	tr|H0YIZ8|H0YIZ8_HUMAN	2	0	1.43E-04	0	0.2647363	0	2	0	10.20%	0	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1 	1	1_0_	1_0_
P	tr|D6RGV5|D6RGV5_HUMAN	5	3	4.92E-04	3.84E-04	0.6710906	0.33659554	6	3	22.30%	12.60%	"Cytochrome c oxidase subunit 7A2, mitochondrial (Fragment) OS=Homo sapiens GN=COX7A2 PE=2 SV=1 "	2	1_1_	1_1_
P	tr|D6RIT9|D6RIT9_HUMAN	0	3	0	2.30E-04	0	0.27350307	0	3	0	10.50%	OCIA domain-containing protein 1 (Fragment) OS=Homo sapiens GN=OCIAD1 PE=2 SV=1 	1	0_1_	0_1_
P	P48729-2	0	2	0	1.08E-04	0	0.10662377	0	3	0	4.40%	Isoform 2 of Casein kinase I isoform alpha OS=Homo sapiens GN=CSNK1A1 	1	0_1_	0_1_
P	O94856-12	5	0	6.30E-05	0	0.14551294	0	8	0	5.90%	0	Isoform 12 of Neurofascin OS=Homo sapiens GN=NFASC 	1	1_0_	1_0_
P	tr|G5E9V5|G5E9V5_HUMAN	1	0	2.35E-05	0	0.13762724	0	1	0	5.60%	0	"28S ribosomal protein S22, mitochondrial OS=Homo sapiens GN=MRPS22 PE=2 SV=1 "	1	1_0_	1_0_
P	Q8WUD1	7	0	3.52E-04	0	0.5170504	0	9	0	18.10%	0	Ras-related protein Rab-2B OS=Homo sapiens GN=RAB2B PE=1 SV=1 	1	1_0_	1_0_
P	tr|B3KUU1|B3KUU1_HUMAN	0	2	0	9.95E-05	0	0.11943793	0	2	0	4.90%	Target of Myb protein 1 OS=Homo sapiens GN=TOM1 PE=2 SV=1 	1	0_1_	0_1_
P	P42166	0	12	0	2.47E-04	0	0.28233063	0	13	0	10.80%	"Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens GN=TMPO PE=1 SV=2 "	1	0_1_	0_1_
P	P49903-2	0	4	0	1.64E-04	0	0.61808	0	4	0	20.90%	"Isoform 2 of Selenide, water dikinase 1 OS=Homo sapiens GN=SEPHS1 "	1	0_1_	0_1_
P	P49903-3	11	4	3.64E-04	1.62E-04	0.91866875	0.6069412	14	4	28.30%	20.60%	"Isoform 3 of Selenide, water dikinase 1 OS=Homo sapiens GN=SEPHS1 "	2	1_1_	1_1_
P	tr|E7EQU1|E7EQU1_HUMAN	6	8	3.50E-04	5.46E-04	0.46554792	0.7538805	8	8	16.60%	24.40%	High mobility group protein B3 (Fragment) OS=Homo sapiens GN=HMGB3 PE=2 SV=1 	2	1_1_	1_1_
P	Q8IWS0-3	0	2	0	7.24E-05	0	0.11943793	0	2	0	4.90%	Isoform 3 of PHD finger protein 6 OS=Homo sapiens GN=PHF6 	1	0_1_	0_1_
P	Q2VIR3	0	1	0	2.79E-05	0	0.12979591	0	1	0	5.30%	Putative eukaryotic translation initiation factor 2 subunit 3-like protein OS=Homo sapiens GN=EIF2S3L PE=5 SV=2 	1	0_1_	0_1_
P	tr|E9PER6|E9PER6_HUMAN	0	2	0	4.98E-05	0	0.061695576	0	2	0	2.60%	3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens GN=PDPK1 PE=2 SV=1 	1	0_1_	0_1_
P	tr|E5RJI7|E5RJI7_HUMAN	3	0	2.28E-04	0	0.2618276	0	4	0	10.10%	0	"39S ribosomal protein L13, mitochondrial (Fragment) OS=Homo sapiens GN=MRPL13 PE=2 SV=1 "	1	1_0_	1_0_
P	tr|E9PF36|E9PF36_HUMAN	1	0	1.02E-05	0	0.032761455	0	1	0	1.40%	0	Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens GN=VPS41 PE=2 SV=1 	1	1_0_	1_0_
P	P42126	5	1	1.40E-04	4.36E-05	0.58124804	0.10407865	5	1	19.90%	4.30%	"Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens GN=ECI1 PE=1 SV=1 "	2	1_1_	1_1_
P	Q99714	39	24	0.001713682	0.001514818	3.7206306	2.2885165	53	30	67.40%	51.70%	3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens GN=HSD17B10 PE=1 SV=3 	2	1_1_	1_1_
P	Q96JE9-2	10	0	2.50E-04	0	1.0606298	0	13	0	31.40%	0	Isoform 2 of Microtubule-associated protein 6 OS=Homo sapiens GN=MAP6 	1	1_0_	1_0_
P	tr|F5H8F7|F5H8F7_HUMAN	0	3	0	1.08E-04	0	0.20781386	0	4	0	8.20%	Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Homo sapiens GN=ASH2L PE=2 SV=1 	1	0_1_	0_1_
P	Q8N7H5	0	8	0	2.48E-04	0	0.32129562	0	10	0	12.10%	RNA polymerase II-associated factor 1 homolog OS=Homo sapiens GN=PAF1 PE=1 SV=2 	1	0_1_	0_1_
P	Q99719	15	50	4.80E-04	0.00232149	0.8879913	2.372873	21	65	27.60%	52.80%	Septin-5 OS=Homo sapiens GN=SEPT5 PE=1 SV=1 	2	1_1_	1_1_
P	tr|H0YKU1|H0YKU1_HUMAN	1	2	4.51E-05	1.41E-04	0.46554792	0.74180686	1	2	16.60%	24.10%	Tropomodulin-3 (Fragment) OS=Homo sapiens GN=TMOD3 PE=4 SV=1 	2	1_1_	1_1_
